features,class
"[-300.35242     162.77911     -21.856377     35.901646     16.971907
   -2.0246913   -14.7216        2.4721615   -18.451395      3.193642
   -6.7590427    -1.307731      3.4941087    -1.9355541    -6.656549
    2.2064793    -1.8878118    -6.039831     -2.6881168     4.683992
   -2.5724661    -5.2149167    -7.626393     -9.726337     -0.75872403
   -5.9410114    -3.3920367    -7.9665833    -8.073715    -13.926835
   -6.7336135    -1.6442765    -5.3606877    -2.4987538    -2.4772573
   -3.3714247    -3.0064623    -0.8128595    -0.52654356   -3.5649614 ]",Arjun
"[-3.2348538e+02  1.5116248e+02 -1.6414986e+01  4.1721630e+01
  1.6124266e+01  9.4783926e+00 -1.9703175e+01 -3.6645768e+00
 -1.5090302e+01  9.5543051e+00 -5.4540353e+00 -2.1838839e+00
 -8.6393871e+00 -4.8289442e+00 -1.8439482e+00  7.1056194e+00
 -6.0750136e+00  8.4570330e-01 -1.0015267e+00  1.2384759e+00
 -2.6036053e+00 -3.0098970e+00 -7.1486087e+00 -7.7752271e+00
 -3.0532619e-01 -6.6115465e+00 -3.3452370e+00 -6.9005742e+00
 -4.8818231e+00 -1.1643075e+01 -4.1134005e+00 -6.8770206e-01
 -5.0584683e+00 -2.5916908e+00 -4.2563572e+00 -2.6881220e+00
 -2.5451875e+00 -6.2609023e-01  2.2327842e-01 -2.5360956e+00]",Arjun
"[-2.85574921e+02  1.42640137e+02 -2.95611210e+01  4.87551842e+01
  3.29764977e+01  3.94389963e+00 -2.79249287e+01 -6.34120321e+00
 -1.59265585e+01  7.03912830e+00 -1.52205544e+01 -7.39917612e+00
  1.67597389e+00 -9.39686358e-01 -6.85290813e+00  1.10443993e+01
  6.13476217e-01  9.90277752e-02 -1.73821628e+00  2.53321266e+00
 -4.25935268e+00 -1.73785603e+00 -5.80504274e+00 -1.18609133e+01
 -2.93184137e+00 -1.01516991e+01 -5.77428913e+00 -1.13471375e+01
 -6.79801369e+00 -1.25184469e+01 -4.90549755e+00 -1.05440013e-01
 -6.50185204e+00  7.54258707e-02 -2.95068121e+00 -4.77920341e+00
 -1.46450877e+00 -2.34509969e+00 -1.87843502e+00 -3.59833050e+00]",Arjun
"[-3.2321103e+02  1.2033863e+02 -1.9572248e+01  4.3568668e+01
  1.6839830e+01  8.3656521e+00 -1.7008110e+01  3.3038232e+00
 -2.4156518e+00  1.3261138e+01 -1.2428113e+01 -2.0476096e+00
 -8.1999660e-01  2.6145866e+00 -4.6678424e+00  3.2941878e+00
  8.1630272e-01  2.8061419e+00 -3.3812182e+00 -9.1897655e-01
 -2.4602995e+00 -2.6792717e+00 -2.8842661e+00 -7.7434020e+00
 -8.4776062e-01 -4.5061131e+00 -4.7205982e+00 -1.0768360e+01
 -4.8851867e+00 -8.8997688e+00 -3.5201812e+00 -9.4392759e-01
 -4.4613929e+00 -5.0599885e-01 -3.6801755e+00 -3.6627929e+00
 -2.1283262e+00 -2.5964060e-01 -1.8014336e+00 -2.7936518e+00]",Arjun
"[-3.4440854e+02  1.3272365e+02 -1.1509316e+01  3.6119076e+01
  1.3097830e+01  1.2304187e+01 -1.2382990e+01  5.4568701e+00
 -2.5608070e+00  1.1734036e+01 -4.9695463e+00 -6.3378084e-01
 -5.6041403e+00  2.3036155e-01 -9.9488646e-01  7.2809309e-01
 -6.4900312e+00  1.4160162e+00 -3.8541801e+00 -4.3694596e+00
 -6.9350019e+00 -2.1301541e+00 -4.1666698e+00 -5.1136980e+00
 -4.5842609e+00 -6.0865874e+00 -5.4170108e+00 -8.5648918e+00
 -4.1714854e+00 -9.1980658e+00 -4.3067422e+00 -1.1417289e+00
 -4.7138214e+00 -3.4965034e+00 -1.4496291e+00 -3.7647636e+00
 -4.1788387e+00 -1.5186864e-01  1.7178799e-01 -1.9981152e+00]",Arjun
"[-3.1640598e+02  1.3906219e+02 -8.8857565e+00  3.3873264e+01
  9.1478214e+00  9.6278896e+00 -1.2328048e+01  5.9329133e+00
 -1.2061428e+01  1.0079911e+01 -1.3313875e+00 -1.1761867e+00
 -2.9984064e+00 -3.5218507e-01 -1.0235099e+01  1.4396465e+00
 -7.9893346e+00 -6.2818894e+00 -5.0471592e+00 -6.7130756e-01
 -3.9052312e+00 -2.4816315e+00 -2.9162710e+00 -8.5018187e+00
 -2.7917159e+00 -5.3838744e+00 -5.8204722e+00 -9.0772343e+00
 -5.5003605e+00 -1.3400979e+01 -8.5123863e+00 -1.1593992e+00
 -8.9785471e+00 -5.9084778e+00 -4.5901241e+00 -4.2088704e+00
 -5.6071424e+00  2.6118624e-01 -9.9602264e-01 -2.4004924e+00]",Arjun
"[-2.7799057e+02  1.5187653e+02 -2.9655190e+01  4.7766052e+01
  1.2308437e+01 -5.3005538e+00 -1.5138812e+01 -2.1845697e-01
 -2.4006098e+01  9.1917334e+00 -5.2210727e+00 -4.1159895e-01
  5.8197246e+00 -8.0376703e-01 -9.7678261e+00  6.9170642e+00
 -4.3837171e+00 -2.9090407e+00 -1.7453930e+00  7.7895814e-01
 -5.3823657e+00 -1.4809356e+00 -7.9525838e+00 -1.1753906e+01
 -1.9499661e+00 -4.9974370e+00 -7.6456294e+00 -9.3352442e+00
 -6.6900640e+00 -1.5237962e+01 -6.7415752e+00 -2.0333415e-01
 -6.6677036e+00 -3.2059989e+00 -4.2835612e+00 -6.1909666e+00
 -5.4098516e+00 -2.8288996e+00 -1.4178658e+00 -4.7343287e+00]",Arjun
"[-322.41248     140.59569     -10.818516     42.295242      7.717232
   11.047912    -22.46608      13.723934    -10.9512005     9.39617
  -10.313276      1.7607827    -5.8107433     1.2050996    -5.5557375
    6.5363097    -4.808331      7.8218293     1.8118438     2.167348
  -13.536495     -4.8749304    -2.8400612    -1.230826     -1.9280797
   -3.1294768    -1.1274489    -1.2502347    -3.7619996    -4.5307994
   -3.87909      -1.3729159    -1.1577375    -2.3928342    -2.90856
   -2.2747586    -0.36164925   -4.07053       0.9255138     0.44267055]",Arjun
"[-3.1042490e+02  1.7079375e+02 -9.2167492e+00  3.0505348e+01
  1.9117379e+00 -4.4801745e+00 -1.0575950e+01  2.0240786e+00
 -2.0027653e+01  3.1354716e+00 -2.0510745e+00 -5.4505609e-02
  1.5815506e+00  8.0247444e-01 -7.0906239e+00  5.0134015e+00
 -3.8288803e+00 -6.1405549e+00  5.3481549e-01  2.4685695e+00
 -6.2944355e+00 -2.5706692e+00 -4.6920466e+00 -1.1608041e+01
 -3.3792953e+00 -2.6903353e+00 -5.8546185e+00 -7.0335751e+00
 -6.5892425e+00 -1.2657715e+01 -6.5754604e+00 -1.4764037e+00
 -5.9001861e+00 -2.8357978e+00 -4.1014600e+00 -5.2249455e+00
 -4.3839998e+00 -1.9444206e+00  1.8106683e-01 -2.9205530e+00]",Arjun
"[-281.3686      156.73982     -25.603851     40.938602     13.542797
    1.3893126   -16.009756     -3.983178    -23.667768      5.580693
   -4.7392573     0.76828253   -2.2066267     0.8073401    -4.3180327
    7.5470304    -6.4160814    -2.2785194     1.5215874    -1.3235174
   -6.3462434    -1.1910596    -6.232419    -12.398515     -3.3164527
   -4.145966     -3.3689177    -7.0965724    -4.9399633   -14.109418
   -9.053615     -2.1879702    -7.6730633    -2.8291       -1.620258
   -4.4090214    -4.4317327    -2.4602232    -3.0834787    -3.1124375 ]",Arjun
"[-3.3226010e+02  1.5306111e+02 -1.6375854e+01  4.0484177e+01
  2.4261839e+01  7.0115590e+00 -2.0832443e+01 -6.4715648e+00
 -1.1544616e+01  6.6193690e+00 -7.5205083e+00 -8.3220524e-01
 -4.0543146e+00 -5.7265568e+00 -3.1949577e+00  8.6225290e+00
 -2.6320093e+00 -3.3465109e+00 -1.9730438e+00  9.9197751e-01
 -2.0895636e+00  4.1000345e-01 -2.1667573e+00 -6.4370131e+00
 -9.0172917e-01 -5.5871410e+00 -2.3434293e+00 -7.8645406e+00
 -6.8345385e+00 -1.1640517e+01 -4.6304631e+00 -1.2621588e-01
 -4.1020274e+00 -3.0229590e+00 -2.5503283e+00 -2.3651950e+00
 -2.9097953e-01  1.2136334e+00 -6.0060573e-01 -1.2003658e+00]",Arjun
"[-3.2865015e+02  1.5386591e+02 -1.0842146e+01  2.3155048e+01
  2.5129774e-01  5.7351089e+00 -1.0981343e+01  4.9817433e+00
 -1.2464093e+01  5.0211568e+00 -1.0234677e+00  5.9090347e+00
  1.6133958e+00  7.3614562e-01 -7.9198399e+00  1.6007435e+00
  7.7063084e-01 -4.0407863e+00 -3.6557679e+00  1.9842495e+00
 -2.6294427e+00 -5.6527805e+00 -4.8165493e+00 -7.1332150e+00
 -5.8608065e+00 -5.9394822e+00 -4.0195832e+00 -6.7678370e+00
 -7.5258021e+00 -9.1302176e+00 -6.7596874e+00 -1.4406406e+00
 -5.3456554e+00 -2.1748159e+00 -2.0659740e+00 -3.1890013e+00
 -5.1269932e+00 -4.5398526e+00 -2.4474599e+00 -4.1004305e+00]",Arjun
"[-3.0993793e+02  1.3661211e+02 -2.2279249e+01  4.2953781e+01
  6.2275548e+00  3.5391152e-01 -1.0407684e+01  6.5045009e+00
 -1.0825951e+01  9.5410585e+00 -6.4432817e+00  2.0433180e+00
  3.0634165e+00  2.9544036e+00 -7.0256014e+00  5.4966130e+00
 -2.9729407e+00 -1.5900553e+00 -1.8442070e+00  4.3080477e-03
 -5.1191487e+00 -2.9207063e+00 -4.7630343e+00 -8.9327793e+00
 -1.8977852e+00 -3.2896979e+00 -4.0021229e+00 -8.2832327e+00
 -6.6976361e+00 -1.1680607e+01 -5.5290861e+00  3.6028346e-01
 -4.9891624e+00 -2.6972539e+00 -2.7977095e+00 -5.7681456e+00
 -4.2607665e+00 -1.7104031e+00 -2.6998904e+00 -3.1153586e+00]",Arjun
"[-3.0263467e+02  1.5068509e+02 -1.1839658e+01  3.8125309e+01
  3.2554381e+00  1.1045129e+01 -1.1877847e+01  1.8233310e+00
 -1.6367104e+01  4.0822592e+00 -9.7881880e+00  1.2103196e+00
 -8.0453306e-01 -1.4407998e+00 -8.4308014e+00  9.4970331e+00
 -3.3569472e+00 -1.6412780e+00 -1.1908208e+00  3.8620932e+00
 -4.6014524e+00 -2.0266640e+00 -6.7413502e+00 -8.8601732e+00
 -3.4289627e+00 -4.0491252e+00 -5.3897133e+00 -8.5062323e+00
 -7.8829241e+00 -1.1146890e+01 -6.4532423e+00 -9.7366981e-02
 -5.3716478e+00 -2.4797938e+00 -8.9677691e-01 -4.6164079e+00
 -4.8361821e+00 -1.3518325e+00 -2.8048055e+00 -3.6202059e+00]",Arjun
"[-3.5415948e+02  1.3436761e+02 -1.6316580e+01  3.6862431e+01
  1.3430783e+01  8.8383894e+00 -1.5736068e+01  4.1387396e+00
 -7.0769757e-01  8.9903784e+00 -5.5925469e+00  3.0516264e-01
 -9.9916309e-01  1.4369737e+00 -8.9089489e-01  6.4913411e+00
  9.9682754e-01  1.9265851e+00 -1.2946773e+00  4.5769912e-01
 -4.0828109e+00 -3.4430695e+00 -2.4429336e+00 -4.4932027e+00
 -2.4257002e+00 -5.7340221e+00 -2.4328032e+00 -7.4258909e+00
 -3.6664512e+00 -8.2862892e+00 -3.9667289e+00 -6.1847579e-01
 -4.2013206e+00 -2.5577428e+00 -2.3370349e+00 -2.4150524e+00
 -1.4407744e+00 -5.1209527e-01 -5.2668995e-01 -1.8988096e+00]",Arjun
"[-2.7424103e+02  1.5121442e+02 -2.9288403e+01  3.4013153e+01
  1.1904111e+01  9.6598902e+00 -1.8869020e+01 -5.4808636e+00
 -1.9774229e+01  8.4847126e+00  4.6898365e-01  3.3479745e+00
 -2.3412836e+00 -2.3068650e+00 -6.5237231e+00  8.9367456e+00
 -7.6636658e+00 -5.7520523e+00  8.5653585e-01 -8.4346563e-02
 -4.7399316e+00  3.3831796e-01 -5.5856919e+00 -9.2330790e+00
 -4.4231243e+00 -8.1838722e+00 -3.6590393e+00 -8.2495165e+00
 -5.5470390e+00 -1.2653077e+01 -6.3600173e+00 -2.3690176e+00
 -7.7155790e+00 -3.8732564e+00 -4.4380798e+00 -3.4467554e+00
 -3.0659513e+00  1.5822348e-01  1.1592721e+00 -2.3349729e+00]",Arjun
"[-3.3948032e+02  1.4817963e+02 -2.2587856e+01  3.6280167e+01
  1.6677315e+01  6.8653889e+00 -1.7567385e+01  1.3930812e+00
 -8.3805752e+00  1.1669018e+01 -1.1572028e+01  2.5670598e+00
  1.0757568e+00  1.1618670e+00 -4.1820126e+00  5.6249781e+00
  3.4472115e+00  5.0905257e-01 -5.1450529e+00  2.8257349e+00
 -4.5692344e+00 -9.8432142e-01 -3.6546187e+00 -6.9081159e+00
 -2.4973910e+00 -1.8161507e+00 -3.1575644e+00 -6.3356934e+00
 -3.6740725e+00 -1.1701783e+01 -5.0476456e+00 -8.1598586e-01
 -4.4929624e+00 -3.5507944e+00 -7.2229439e-01 -2.0424695e+00
 -1.0162506e+00 -2.0545115e-01 -7.4824280e-01 -1.0677422e+00]",Arjun
"[-277.67157    154.74156    -42.38081     40.61654     26.846834
   -7.988098   -11.806192    -3.037245   -18.148243     7.2917614
   -8.3299465   -0.7812219    6.770038     1.4240865   -5.985373
    8.131428    -5.4365115   -7.2454677   -3.5369132   -1.5050507
   -4.4936924   -4.0701094  -10.791331   -12.438559    -2.6397383
   -8.032905    -3.7007575   -7.003183    -6.0334888  -14.306016
   -5.789878    -3.5924675   -4.6666064   -2.6751318   -4.83652
   -4.0458665   -5.951486    -4.91564     -4.153759    -6.293294 ]",Arjun
"[-309.42593     158.97208     -26.0578       37.182182      7.8412685
   -3.9910314   -21.563683     12.213153    -12.830991      8.971993
   -1.1326727     8.050836     -2.883811      2.793426     -6.1283903
    0.71659034   -6.8445454     1.1254828     1.027881     -0.32323313
  -12.326361     -3.5260603     1.9820453    -2.7003806    -3.6917658
   -1.8606278    -2.3477533    -2.933953     -1.3955177    -4.941134
   -3.5755355    -3.0199485    -1.5507889    -2.0085652    -2.9314432
   -4.243234     -3.8364189    -3.7732248     2.0197082    -0.84189814]",Arjun
"[-2.8976404e+02  1.4877264e+02 -2.4833532e+01  3.3369530e+01
  9.3809490e+00  2.4004240e+00 -1.5618714e+01  7.2535521e-01
 -7.2009492e+00  1.3058863e+01 -7.0826411e-02  1.5914543e+00
  5.9475832e+00  1.7700417e+00 -1.2216197e+00  2.8742355e-01
 -8.8953314e+00 -1.5599945e+00 -3.2656431e-01 -1.1639702e+00
 -3.3431547e+00  2.5176184e+00 -6.5441928e+00 -4.6354551e+00
 -1.4781489e+00 -3.7448919e+00 -4.4524059e+00 -4.6280780e+00
 -6.6785207e+00 -1.3381803e+01 -4.1802440e+00 -3.1469648e+00
 -4.1622219e+00 -1.2276076e+00 -3.7091428e-01  1.0915185e+00
 -1.6651508e+00 -1.1531399e+00 -9.2099553e-01 -9.8684096e-01]",Arjun
"[-3.2216415e+02  1.2981268e+02 -1.5757251e+01  3.2726974e+01
  6.1014590e+00  1.8855574e+01 -1.2190604e+01  3.4499712e+00
 -9.7559586e+00  1.3582658e+01 -1.2807903e+00  2.2124643e+00
 -6.6359620e+00  1.1664569e+00 -3.9419706e+00  5.1057534e+00
 -6.5265398e+00 -1.0556588e+00 -4.2600613e+00  2.3012099e+00
 -2.5403574e+00 -1.6694225e+00 -7.4280076e+00 -5.6648712e+00
 -6.3212848e-01 -5.1877766e+00 -4.3946605e+00 -5.9438205e+00
 -6.4285307e+00 -9.6778440e+00 -5.5732212e+00 -1.7582982e+00
 -4.6921077e+00 -1.4802861e+00 -2.7315900e+00 -3.4842727e+00
 -3.5912924e+00 -1.1236128e-01 -1.1120045e+00 -1.7810879e+00]",Arjun
"[-274.8159     151.72707    -33.991703    39.347786    22.874132
   -5.520467   -22.528002    -0.716585   -17.761465    11.021668
   -3.829722     1.4888387    2.1281383   -4.064756    -4.7981462
    8.255024    -7.485289    -2.8202646   -3.7296457    3.578762
   -2.623354    -1.0705987   -7.01187    -11.082798    -1.3520736
   -5.226006    -6.056882    -5.943028    -6.67318    -12.267789
   -6.543666    -2.834004    -4.1725736   -2.1418886   -2.8629816
   -3.9058669   -3.580114    -0.437655    -1.4807254   -0.9231857]",Arjun
"[-3.0857632e+02  1.4189732e+02 -1.9457323e+01  4.6713539e+01
  1.2887895e+01  1.4882715e+01 -1.9710073e+01  5.6295532e-01
 -1.3369236e+01  8.0025330e+00 -9.9170732e+00  8.9516741e-01
 -6.3046355e+00 -3.3021033e+00 -7.7691636e+00  9.6440353e+00
 -7.3150997e+00  1.1567403e+00 -1.9714789e+00  2.5005698e+00
 -3.7729490e+00  1.2061950e+00 -6.0936065e+00 -5.6022806e+00
 -2.7659311e+00 -6.4915485e+00 -5.3216858e+00 -6.9910784e+00
 -6.5111065e+00 -1.1799163e+01 -5.9680614e+00 -7.6572478e-01
 -4.7477875e+00 -2.4141042e+00 -2.1317735e+00 -2.1669581e+00
 -2.5492997e+00 -3.1145284e-01  3.3202995e-02 -3.3051643e+00]",Arjun
"[-3.1794318e+02  1.5805359e+02 -2.6652119e+01  4.5860638e+01
  2.5146687e+01  5.0394607e+00 -1.8626570e+01 -4.1060872e+00
 -1.2076358e+01  6.0636020e+00 -1.3088556e+01 -4.6144943e+00
 -1.8377500e+00 -6.3844457e+00 -4.4509816e+00  1.0249839e+01
 -4.2312913e+00 -3.3445616e+00  2.0683628e-01  2.5204694e+00
 -6.1391602e+00 -3.6629047e-02 -5.1188745e+00 -7.0141802e+00
 -2.9499633e+00 -4.2817798e+00 -3.8171232e+00 -7.3067522e+00
 -7.2131124e+00 -1.0672751e+01 -3.5755785e+00 -2.7822378e+00
 -6.2530522e+00 -3.0247869e+00 -2.7947607e+00 -2.5566378e+00
 -1.8085526e+00  5.8879375e-01 -1.4166765e+00 -3.8031924e+00]",Arjun
"[-2.9800525e+02  1.2701342e+02 -1.4331196e+01  5.0394283e+01
  2.2874180e+01  8.7718134e+00 -2.3482826e+01 -1.8389888e+00
 -8.1524115e+00  6.0333204e+00 -1.9980934e+01 -7.2332859e+00
 -9.9265687e-02 -5.1859818e+00 -6.0585604e+00  1.3285131e+01
 -3.8147643e+00  2.5807765e+00  1.0043507e+00  2.6010554e+00
 -3.0432291e+00 -4.9540195e-01 -5.1997585e+00 -9.4685555e+00
 -4.2168684e+00 -7.6482162e+00 -2.2867548e+00 -1.1894830e+01
 -7.4987502e+00 -9.8826923e+00 -4.7529435e+00 -1.1367525e+00
 -5.6555133e+00 -1.0284556e+00 -1.8097312e+00 -3.5671754e+00
 -2.2108350e+00  1.7713437e+00 -2.9312065e+00 -3.2776268e+00]",Arjun
"[-294.1225     142.42761    -33.661964    38.09681     25.512989
   10.57893    -20.262667    -6.076108   -17.41266      9.634586
   -3.5555801   -5.402685    -6.8741574   -5.910188    -6.1249237
   11.240597     0.720384    -4.6770983   -2.5280995    5.6660957
   -3.577449    -4.8691587   -5.7138243   -8.322803    -2.162921
   -4.9062915   -4.171465    -9.174888    -6.8414564  -11.734539
   -5.7902455   -0.8272901   -6.9385676   -3.1253717   -1.3083833
   -4.9873333   -3.044735    -0.9307749   -1.3518946   -2.493243 ]",Arjun
"[-3.4652902e+02  1.3876564e+02 -1.5577566e+01  3.4274105e+01
  1.9952929e+01  1.0378754e+01 -1.2556797e+01  7.1994632e-01
 -2.8289098e-01  8.4867077e+00 -1.1366406e+01 -1.4879142e+00
 -5.5670042e+00 -4.4585171e+00 -3.5417414e+00  3.8995931e+00
  2.6564357e+00  1.1779352e-02  2.0707252e+00  2.2265012e+00
 -7.6875949e-01 -3.6417539e+00 -2.4743879e+00 -5.4578876e+00
 -4.4607449e+00 -7.0374646e+00 -5.9108005e+00 -7.6113982e+00
 -6.9821930e+00 -1.1319367e+01 -3.4282606e+00  9.2617385e-02
 -4.4557080e+00 -3.3344519e+00 -1.5001378e+00 -2.6080089e+00
 -1.2254763e+00  1.0236217e+00 -2.2880013e+00 -2.2936587e+00]",Arjun
"[-3.3758209e+02  1.4060399e+02 -2.5963701e+01  2.0855639e+01
  8.7307673e+00  1.4688054e+00 -5.0728493e+00  3.4786537e+00
  1.4716495e+00  1.2899235e+01  4.6583052e+00  3.4123259e+00
  1.5626506e+00 -1.9646167e+00 -2.5388351e-01  9.7818619e-01
 -2.1858826e+00 -1.2763160e+00  2.6027682e+00 -1.1691433e+00
 -4.8366504e+00 -1.5543265e+00 -5.2971568e+00 -6.2394028e+00
 -2.9835196e+00 -2.4476449e+00 -2.7886038e+00 -5.3796697e+00
 -5.7447987e+00 -1.0395432e+01 -4.8639555e+00 -1.4324207e+00
 -3.2731154e+00 -1.9724553e+00 -3.9068611e+00 -2.4168906e+00
 -3.1453531e+00 -1.7617477e+00 -2.4432347e+00 -1.8995057e+00]",Arjun
"[-285.58078     151.74792     -29.777407     42.41698      22.283468
    0.5550383   -14.494797     -8.097671    -14.641391      8.801042
   -5.122105     -1.8103726    -2.3822572    -7.484812     -4.3694706
   10.1054535    -4.427668     -5.164201     -1.3268753    -1.292872
   -3.7340872    -1.3513671    -7.0995235    -9.448175     -1.6413574
   -5.353339     -6.661164    -10.669468     -7.055277    -13.174594
   -5.633957     -3.0160685    -6.679434     -3.2415206    -3.5240126
   -2.6186514    -2.5352786     0.38500264   -5.143539     -4.552361  ]",Arjun
"[-3.0430353e+02  1.2940063e+02 -7.5694852e+00  2.5119967e+01
  1.7279530e+00  3.1403162e+00 -2.1483662e+01  1.1689417e+01
 -4.9175363e+00  1.2631919e+01 -3.3050588e-01  5.3863540e+00
 -5.0523514e-01  3.9005454e+00 -2.1136260e+00  4.2443023e+00
 -2.3504553e+00  4.1909037e+00  3.4850845e-01 -5.4728522e+00
 -9.8444786e+00 -7.7701626e+00 -2.9465182e+00 -4.8211842e+00
 -2.3167226e+00 -1.4969792e+00 -2.1749816e+00 -5.9581084e+00
 -4.8658342e+00 -7.2949157e+00 -5.9937687e+00 -4.2422180e+00
 -3.0715699e+00 -2.1167789e+00 -3.6312163e+00 -2.3231337e+00
 -4.7988337e-01 -1.8723141e+00  1.2406836e+00 -1.7087401e-01]",Arjun
"[-3.1902896e+02  1.2758386e+02 -6.3449006e+00  4.2449318e+01
  8.7249994e+00  1.0172278e+01 -1.3677591e+01  3.0394080e-01
 -6.0488510e+00  6.6580982e+00 -7.7415237e+00 -1.7479504e+00
 -3.9405210e+00 -3.4618270e+00 -5.9650698e+00  9.9032946e+00
 -1.4250097e-01  2.0410547e+00 -1.1728296e+00  1.6434650e+00
 -4.1104097e+00 -3.4314194e+00 -3.1326416e+00 -8.6960287e+00
 -2.6266446e+00 -4.3856406e+00 -4.8370571e+00 -7.9536772e+00
 -7.8412385e+00 -9.8866358e+00 -4.5941639e+00 -1.2849332e+00
 -5.5109024e+00 -3.6504653e+00 -3.6465142e+00 -2.6568780e+00
 -2.2499371e+00  1.0502505e+00 -1.0002612e+00 -1.5099212e+00]",Arjun
"[-2.7563959e+02  1.4756656e+02 -2.9381416e+01  3.6570370e+01
  2.5522097e+01  4.6983218e+00 -2.1667696e+01 -6.1516862e+00
 -2.1165430e+01  9.6951838e+00 -6.9674869e+00 -4.7402745e-01
  6.2079954e-01 -1.0230552e+00 -7.6607251e+00  1.1489666e+01
 -2.7088575e+00 -2.3139756e+00 -2.7452767e+00  3.1402304e+00
 -5.2459025e+00 -4.0478177e+00 -6.9206300e+00 -1.1737952e+01
 -5.1608162e+00 -6.4213610e+00 -4.5878201e+00 -9.0518103e+00
 -7.2744460e+00 -1.3267151e+01 -5.0991602e+00  8.4367949e-01
 -7.0235305e+00 -3.4604330e+00 -4.6124940e+00 -4.5651259e+00
 -5.4014773e+00  1.5623651e-01 -2.4465818e+00 -4.0094986e+00]",Arjun
"[-3.5202942e+02  1.4565698e+02 -2.4478998e+01  3.5218361e+01
  1.2773019e+01  6.7261586e+00 -1.5059552e+01  2.0471983e+00
 -6.1101375e+00  1.5170114e+01 -8.5203134e-02  9.5023608e-01
 -1.3382336e+00 -2.4208004e-02  7.9170376e-01  5.3144207e+00
 -3.2444663e+00 -9.3372059e-01 -1.1639383e+00 -2.6490268e-01
 -7.8322201e+00 -1.8313411e+00 -3.4993813e+00 -5.9832487e+00
 -2.1791553e+00 -2.8900180e+00 -1.9725366e+00 -6.8599229e+00
 -5.2604733e+00 -9.0056314e+00 -3.2384095e+00 -1.0022162e+00
 -3.4871573e+00 -3.6916268e+00 -3.6786864e+00 -3.5351312e+00
 -9.7299194e-01 -4.7611240e-01 -8.5880995e-02 -3.9702815e-01]",Arjun
"[-2.9032239e+02  1.4276537e+02 -2.0317396e+01  2.9572577e+01
  1.1865970e+01 -2.2183809e+00 -1.3463784e+01  4.0170231e+00
 -1.4308978e+01  1.0442976e+01 -2.8836539e+00  1.0011623e+00
  4.2186131e+00  7.0851266e-01 -6.5951366e+00  9.0175409e+00
 -4.0009694e+00 -2.0815187e+00 -1.9971147e+00  2.9801848e+00
 -5.7355747e+00 -2.3324907e+00 -3.2389069e+00 -9.5706091e+00
 -4.1041722e+00 -4.8326249e+00 -3.9932725e+00 -7.1669035e+00
 -7.0074430e+00 -1.1209814e+01 -4.6915278e+00 -2.9982629e+00
 -6.5512919e+00 -3.0820341e+00 -4.3945842e+00 -4.7639594e+00
 -5.1195693e+00  6.2299673e-02 -1.8939967e+00  3.2579976e-01]",Arjun
"[-278.9893      135.14691     -17.462915     42.672653     22.249403
   16.8734      -23.200197     -6.6985745   -17.173477      8.058072
   -8.904121     -2.0159447    -5.7829137    -6.34454      -6.4571385
   13.2511635    -9.013944     -1.2370553    -2.045242      0.36359245
   -5.1113033    -1.0432366    -5.3912654   -12.792434     -3.0667763
   -8.074657     -2.920523     -9.954638     -8.407431    -12.362106
   -6.572105     -2.5631127    -7.639095     -3.9881883    -5.9124727
   -3.0859795    -3.9409308    -1.4563588    -3.1212852    -4.7211027 ]",Arjun
"[-2.8026831e+02  1.5464226e+02 -2.8940990e+01  3.4034065e+01
  2.2600233e+01  2.3315938e+00 -1.9722153e+01 -8.4123152e-01
 -2.2419218e+01  4.5758615e+00 -7.6488423e+00  2.1411631e+00
  2.5362954e+00 -7.8655424e+00 -9.4841299e+00  1.0217268e+01
 -3.3300049e+00 -4.6895957e+00 -4.6698399e+00  2.8559148e+00
 -5.6640592e+00 -1.6982453e+00 -6.0261335e+00 -1.0477383e+01
 -9.1191314e-02 -6.2206402e+00 -2.4184191e+00 -9.0161009e+00
 -6.5313387e+00 -1.2921997e+01 -5.4287453e+00 -7.9881936e-01
 -7.3121200e+00 -2.0471473e+00 -3.5871451e+00 -3.5145133e+00
 -2.9843102e+00  1.8472403e+00 -1.2718456e+00 -2.8573928e+00]",Arjun
"[-2.7692099e+02  1.5509097e+02 -2.5402250e+01  3.1369621e+01
  1.7101173e+01  4.2168088e+00 -2.5878551e+01 -4.3627949e+00
 -2.4881281e+01  4.7197652e+00 -4.6462526e+00  2.5455515e+00
  1.7819600e+00 -2.8983018e+00 -4.0791359e+00  1.2325623e+01
 -2.6577597e+00 -4.8925056e+00 -1.8431275e+00 -1.4766625e-01
 -6.7479634e+00 -3.3098044e+00 -8.9411974e+00 -1.2098004e+01
 -2.4430373e+00 -7.8104939e+00  2.4826704e-01 -8.4635782e+00
 -7.1167545e+00 -1.4055423e+01 -5.7548556e+00 -2.7895305e-01
 -7.8114758e+00 -2.0682821e+00 -4.1026578e+00 -3.3749948e+00
 -3.5279074e+00 -1.2043061e+00 -1.8196633e+00 -2.8317223e+00]",Arjun
